Country,DateFolder,Year,IncidentFolder,IncidentPath,ID,TitleEN,TitleEL,CategoryEN,CategoryEL,EvidenceEN,EvidenceEL,MediaCount
USA,00-00-1954,1954,Guatemala coup and United Fruit interests,USA/00-00-1954/Guatemala coup and United Fruit interests,usa_1954_guatemala_coup_united_fruit_interests,Guatemala coup and United Fruit interests,Guatemala coup and United Fruit interests,foreign intervention / corporate influence,foreign intervention / corporate influence,documented covert intervention,documented covert intervention,2
USA,00-00-1954,1954,"Operation Wetback, mass deportation, and civil-rights memory","USA/00-00-1954/Operation Wetback, mass deportation, and civil-rights memory",usa_1954_operation_wetback_deportation_campaign_civil_rights,"Operation Wetback, mass deportation, and civil-rights memory","Operation Wetback, μαζικές απελάσεις και μνήμη δικαιωμάτων",immigration enforcement / civil rights / labor,μεταναστευτική επιβολή / δικαιώματα / εργασία,documented federal deportation campaign with contested numbers and abuses,τεκμηριωμένη ομοσπονδιακή εκστρατεία απελάσεων με αμφισβητούμενους αριθμούς και καταχρήσεις,2
USA,00-00-1955,1955,"Operation Midnight Climax, safehouses, drugs and non-consensual experiments (1955-1965)","USA/00-00-1955/Operation Midnight Climax, safehouses, drugs and non-consensual experiments (1955-1965)",usa_1955_operation_midnight_climax_safehouses_drugs_nonconsensual_experiments,"Operation Midnight Climax, safehouses, drugs and non-consensual experiments (1955-1965)","Operation Midnight Climax, safehouses, ουσίες και πειράματα χωρίς συναίνεση (1955-1965)","Public health, science and consent",δημόσια εμπιστοσύνη / λογοδοσία,documented/partly documented public record; disputed parts are labelled as disputed,μικτό δημόσιο αρχείο· διάβασε τις πηγές,2
USA,00-00-1956,1956,COINTELPRO roots and domestic disruption logic,USA/00-00-1956/COINTELPRO roots and domestic disruption logic,usa_1956_cointelpro_roots_domestic_disruption_logic,COINTELPRO roots and domestic disruption logic,COINTELPRO roots and domestic disruption logic,domestic intelligence / civil liberties,domestic intelligence / civil liberties,mixed: documented event with disputed interpretations,μικτό: τεκμηριωμένο γεγονός με αμφισβητούμενες ερμηνείες,2
USA,00-00-1956,1956,USA COINTELPRO and Political Disruption by the FBI (1956-1971),USA/00-00-1956/USA COINTELPRO and Political Disruption by the FBI (1956-1971),usa_1956_cointelpro_1956_1971,USA: COINTELPRO and Political Disruption by the FBI (1956-1971),ΗΠΑ: COINTELPRO και πολιτική αποσταθεροποίηση από το FBI (1956-1971),public trust / accountability,δημόσια εμπιστοσύνη / λογοδοσία,mixed public record; read source trail,μικτό δημόσιο αρχείο· διάβασε τις πηγές,2
USA,00-00-1960,1960,USA CIA assassination plots and Mafia overlap (1960-1975),USA/00-00-1960/USA CIA assassination plots and Mafia overlap (1960-1975),usa_1960_cia_assassination_plots_mafia,USA: CIA assassination plots and Mafia overlap (1960-1975),ΗΠΑ: σχέδια δολοφονίας της CIA και επαφή με τη Μαφία (1960-1975),public trust / accountability,δημόσια εμπιστοσύνη / λογοδοσία,mixed public record; read source trail,μικτό δημόσιο αρχείο· διάβασε τις πηγές,2
USA,00-00-1961,1961,"Bay of Pigs invasion, covert failure, and plausible deniability","USA/00-00-1961/Bay of Pigs invasion, covert failure, and plausible deniability",usa_1961_bay_of_pigs_covert_failure_plausible_denial,"Bay of Pigs invasion, covert failure, and plausible deniability","Εισβολή Bay of Pigs, μυστική αποτυχία και εύλογη άρνηση",covert action / foreign policy failure / secrecy,μυστική δράση / αποτυχία εξωτερικής πολιτικής / μυστικότητα,documented failed covert operation with declassified record,τεκμηριωμένη αποτυχημένη μυστική επιχείρηση με αποχαρακτηρισμένο αρχείο,2
USA,00-00-1961,1961,"USA Agent Orange, Dioxin, and Delayed Recognition (1961-2026)","USA/00-00-1961/USA Agent Orange, Dioxin, and Delayed Recognition (1961-2026)",usa_1961_agent_orange_dioxin_delayed_recognition,"USA: Agent Orange, Dioxin, and Delayed Recognition (1961-2026)","ΗΠΑ: Agent Orange, διοξίνη και καθυστερημένη αναγνώριση (1961-2026)",public trust / accountability,δημόσια εμπιστοσύνη / λογοδοσία,mixed public record; read source trail,μικτό δημόσιο αρχείο· διάβασε τις πηγές,2
USA,00-00-1962,1962,USA Operation Northwoods (1962),USA/00-00-1962/USA Operation Northwoods (1962),usa_1962_operation_northwoods,USA: Operation Northwoods (1962),ΗΠΑ: Επιχείρηση Northwoods (1962),public trust / accountability,δημόσια εμπιστοσύνη / λογοδοσία,mixed public record; read source trail,μικτό δημόσιο αρχείο· διάβασε τις πηγές,4
USA,00-00-1963,1963,Usa Agent Orange Image File Chemical War Public Health And Delayed Accountability 1961 2,USA/00-00-1963/Usa Agent Orange Image File Chemical War Public Health And Delayed Accountability 1961 2,usa_1963_agent_orange_chemical_war_health_delayed_accountability,Usa Agent Orange Image File Chemical War Public Health And Delayed Accountability 1961 2026,Ηπα Agent Orange Αρχειο Εικονας Χημικος Πολεμος Δημοσια Υγεια Και Καθυστερημενη Λογοδοσια 1961 2026,public trust / accountability,δημόσια εμπιστοσύνη / λογοδοσία,mixed public record; read source trail,μικτό δημόσιο αρχείο· διάβασε τις πηγές,3
USA,00-00-1964,1964,FBI surveillance of Martin Luther King Jr. and blackmail letter,USA/00-00-1964/FBI surveillance of Martin Luther King Jr. and blackmail letter,usa_1964_fbi_mlk_blackmail_letter_surveillance,FBI surveillance of Martin Luther King Jr. and blackmail letter,FBI surveillance of Martin Luther King Jr. and blackmail letter,domestic intelligence abuse,domestic intelligence abuse,mixed public record; read source trail,μικτό δημόσιο αρχείο· διάβασε τις πηγές,2
USA,00-00-1964,1964,"Freedom Summer murders, Mississippi law enforcement, and state complicity","USA/00-00-1964/Freedom Summer murders, Mississippi law enforcement, and state complicity",usa_1964_freedom_summer_murders_mississippi_state_complicity,"Freedom Summer murders, Mississippi law enforcement, and state complicity","Δολοφονίες Freedom Summer, αστυνομία Μισισίπι και κρατική συνενοχή",civil rights / racial terror / law enforcement,πολιτικά δικαιώματα / φυλετική τρομοκρατία / αστυνομία,documented murders with federal civil-rights prosecution history,τεκμηριωμένες δολοφονίες με ομοσπονδιακό ιστορικό διώξεων δικαιωμάτων,2
USA,00-00-1964,1964,Gulf of Tonkin incident and war escalation,USA/00-00-1964/Gulf of Tonkin incident and war escalation,usa_1964_gulf_tonkin_incident_war_escalation,Gulf of Tonkin incident and war escalation,Gulf of Tonkin incident and war escalation,war powers / intelligence,war powers / intelligence,documented controversy,documented controversy,2
USA,00-00-1964,1964,"Gulf of Tonkin, disputed attack, and war authorization","USA/00-00-1964/Gulf of Tonkin, disputed attack, and war authorization",usa_1964_gulf_of_tonkin_resolution_intelligence_gap,"Gulf of Tonkin, disputed attack, and war authorization",Κόλπος του Tonkin: αμφισβητούμενη επίθεση και εξουσιοδότηση πολέμου,war powers / intelligence / deception claims,πολεμικές εξουσίες / πληροφορίες / ισχυρισμοί παραπλάνησης,documented incident with declassified doubts and disputed intent,τεκμηριωμένο περιστατικό με αποχαρακτηρισμένες αμφιβολίες και αμφισβητούμενη πρόθεση,2
USA,00-00-1964,1964,USA Pentagon Papers and the Tonkin Gulf deception problem (1964-1971),USA/00-00-1964/USA Pentagon Papers and the Tonkin Gulf deception problem (1964-1971),usa_1964_pentagon_papers_tonkin,USA: Pentagon Papers and the Tonkin Gulf deception problem (1964-1971),ΗΠΑ: Pentagon Papers και το πρόβλημα της παραπλάνησης στον Κόλπο του Τόνκιν (1964-1971),public trust / accountability,δημόσια εμπιστοσύνη / λογοδοσία,mixed public record; read source trail,μικτό δημόσιο αρχείο· διάβασε τις πηγές,2
USA,00-00-1965,1965,FBI surveillance of Martin Luther King Jr. and political blackmail (1960s),USA/00-00-1965/FBI surveillance of Martin Luther King Jr. and political blackmail (1960s),usa_1965_fbi_surveillance_martin_luther_king_jr_political_blackmail,FBI surveillance of Martin Luther King Jr. and political blackmail (1960s),Παρακολούθηση Martin Luther King Jr. από FBI και πολιτικός εκβιασμός (1960s),"Surveillance, secrecy and information control",δημόσια εμπιστοσύνη / λογοδοσία,documented/partly documented public record; disputed parts are labelled as disputed,μικτό δημόσιο αρχείο· διάβασε τις πηγές,2
USA,00-00-1967,1967,USS Liberty attack and unanswered trust questions,USA/00-00-1967/USS Liberty attack and unanswered trust questions,usa_1967_uss_liberty_attack_unanswered_questions,USS Liberty attack and unanswered trust questions,USS Liberty attack and unanswered trust questions,military incident / diplomacy,military incident / diplomacy,documented attack with contested intent,documented attack with contested intent,2
USA,00-00-1968,1968,My Lai massacre,USA/00-00-1968/My Lai massacre,usa_1968_my_lai_massacre,My Lai massacre,My Lai massacre,war crimes / military accountability,war crimes / military accountability,documented war crime,documented war crime,4
USA,00-00-1969,1969,Black Panther surveillance and raids,USA/00-00-1969/Black Panther surveillance and raids,usa_1969_black_panther_surveillance_and_raids,Black Panther surveillance and raids,Παρακολούθηση και επιδρομές εναντίον Black Panthers,surveillance / racial politics,παρακολούθηση / φυλετική πολιτική,documented or historically established event; details vary by source,τεκμηριωμένο ή ιστορικά καθιερωμένο γεγονός· οι λεπτομέρειες διαφέρουν ανά πηγή,2
USA,00-00-1969,1969,Fred Hampton raid and FBI informant context,USA/00-00-1969/Fred Hampton raid and FBI informant context,usa_1969_fred_hampton_raid_fbi_informant_context,Fred Hampton raid and FBI informant context,Fred Hampton raid and FBI informant context,policing / political repression,policing / political repression,mixed: documented event with disputed interpretations,μικτό: τεκμηριωμένο γεγονός με αμφισβητούμενες ερμηνείες,2
USA,00-00-1969,1969,"Stonewall raid, police power, and queer resistance memory","USA/00-00-1969/Stonewall raid, police power, and queer resistance memory",usa_1969_stonewall_police_raid_queer_resistance_memory,"Stonewall raid, police power, and queer resistance memory","Stonewall, αστυνομική έφοδος και μνήμη queer αντίστασης",policing / LGBTQ rights / public memory,αστυνόμευση / ΛΟΑΤΚΙ δικαιώματα / δημόσια μνήμη,documented police raid and uprising with contested memory details,τεκμηριωμένη αστυνομική έφοδος και εξέγερση με αμφισβητούμενες λεπτομέρειες μνήμης,2
USA,00-00-1969,1969,"USA — Citizens’ Commission burglary, stolen FBI files, and COINTELPRO exposure (1971)","USA/00-00-1969/USA — Citizens’ Commission burglary, stolen FBI files, and COINTELPRO exposure (1971)",usa_1969_citizens_commission_fbi_burglary_files_cointelpro_exposure,"USA — Citizens’ Commission burglary, stolen FBI files, and COINTELPRO exposure (1971)","ΗΠΑ — Διάρρηξη αρχείων FBI, διαρροές και αποκάλυψη COINTELPRO (1971)",public trust / accountability,δημόσια εμπιστοσύνη / λογοδοσία,"High for the burglary, document leak, and exposure of domestic intelligence abuses.",μικτό δημόσιο αρχείο· διάβασε τις πηγές,4
